topico;edicao;ano;cidade_pais;agente_cargo;trecho_curto;trecho_discurso
Amazonia;COP26;2021;Glasgow, Escócia;Joaquim Leite, Ministro do Meio Ambiente;Reconhecemos também que onde existe muita floresta também existe muita pobreza.;Reconhecemos também que onde existe muita floresta também existe muita pobreza. E, para promover o desenvolvimento sustentável da região, criamos o Programa Nacional de Pagamentos por Serviços Ambientais Floresta+, que busca fomentar o mercado de serviços ambientais, reconhecendo e remunerando quem cuida de floresta nativa.
Ambição;COP19;2013;Varsóvia, Polônia;Izabella Teixeira, Ministra do Meio Ambiente;A ambição deve ser a força motriz por trás das ações pelas quais lutamos. Isso se aplica a Varsóvia. Isso se aplica a Lima. Isso se aplica a Paris e a outros. A ambição é o único elemento realmente capaz de produzir o regime aprimorado de que o mundo tanto precisa. A ambição é a única forma de fazer convergir as visões de países desenvolvidos e em desenvolvimento, ricos e pobres, grandes e pequenos, e fazer com que trabalhem juntos em prol de uma resposta efetiva, justa, inclusiva e equilibrada face à situação cada vez mais grave da mudança do clima.;A ambição deve ser a força motriz por trás das ações pelas quais lutamos. Isso se aplica a Varsóvia. Isso se aplica a Lima. Isso se aplica a Paris e a outros. A ambição é o único elemento realmente capaz de produzir o regime aprimorado de que o mundo tanto precisa. A ambição é a única forma de fazer convergir as visões de países desenvolvidos e em desenvolvimento, ricos e pobres, grandes e pequenos, e fazer com que trabalhem juntos em prol de uma resposta efetiva, justa, inclusiva e equilibrada face à situação cada vez mais grave da mudança do clima.
Ambição;COP19;2013;Varsóvia, Polônia;Izabella Teixeira, Ministra do Meio Ambiente;O Brasil veio a Varsóvia com uma ambição em mente. Viemos preparados, com propostas e petições para fomentar a ambição para antes e depois de 2020.;O Brasil veio a Varsóvia com uma ambição em mente. Viemos preparados, com propostas e petições para fomentar a ambição para antes e depois de 2020. O Brasil veio disposto a ouvir, compartilhar suas opiniões, aprender e auxiliar a conciliar melhor as propostas em prol de um consenso.
Ambição;COP19;2013;Varsóvia, Polônia;Izabella Teixeira, Ministra do Meio Ambiente;Para aumentar a ambição, os países têm que participar das negociações cuja prioridade inclua o apoio a todas as partes interessadas.;Ao iniciar processos de consultas internas, todos os países estarão em melhor posição de apresentar contribuições nacionais ambiciosas ao novo acordo nos termos da Convenção, além de informar suas sociedades dos desafios adiante. Para aumentar a ambição, os países têm que participar das negociações cuja prioridade inclua o apoio a todas as partes interessadas.
Ambição;CO19;2013;Varsóvia, Polônia;Izabella Teixeira, Ministra do Meio Ambiente;Ou todos os países se comprometem agora com uma contribuição substancial e efetiva para os esforços de adaptação e a redução global das emissões, ou ações futuras podem chegar muito tarde. É por isso que as metas voluntárias brasileiras são tão ambiciosas e por isso estamos enfrentando esse problema com tanta firmeza em meu país.;Já ultrapassamos os níveis aceitáveis de emissões globais. Ou todos os países se comprometem agora com uma contribuição substancial e efetiva para os esforços de adaptação e a redução global das emissões, ou ações futuras podem chegar muito tarde. É por isso que as metas voluntárias brasileiras são tão ambiciosas e por isso estamos enfrentando esse problema com tanta firmeza em meu país.
Ambição;COP20;2014;Lima, Peru;Izabella Teixeira, Ministra do Meio Ambiente;Em Lima, devemos pavimentar o caminho para um acordo vinculante igualitário, ambicioso e efetivo nos termos da Convenção, aplicável a todas as partes, a ser adotado em Paris no ano que vem.;Em Varsóvia, as Partes aprovaram um quadro sólido de pagamentos por resultados para atividades de REDD+ e um mecanismo para abordar as perdas causadas por impactos negativos das mudanças do clima. Em Lima, devemos pavimentar o caminho para um acordo vinculante igualitário, ambicioso e efetivo nos termos da Convenção, aplicável a todas as partes, a ser adotado em Paris no ano que vem.
Ambição;COP20;2014;Lima, Peru;Izabella Teixeira, Ministra do Meio Ambiente;O Brasil continua totalmente comprometido com os esforços globais para combater as mudanças climáticas, elaborando e conduzindo iniciativas ambiciosas para reduzir as emissões dentro de seu próprio território e agindo juntamente com a comunidade global para garantir um resultado bem sucedido das negociações internacionais atualmente em curso.;O Brasil continua totalmente comprometido com os esforços globais para combater as mudanças climáticas, elaborando e conduzindo iniciativas ambiciosas para reduzir as emissões dentro de seu próprio território e agindo juntamente com a comunidade global para garantir um resultado bem sucedido das negociações internacionais atualmente em curso.
Ambição;COP20;2014;Lima, Peru;Izabella Teixeira, Ministra do Meio Ambiente;Devemos sempre seguir incentivando o mais alto nível possível de participação e ambição nessas negociações com todas as Partes.;Devemos sempre seguir incentivando o mais alto nível possível de participação e ambição nessas negociações com todas as Partes. É apenas assim que vamos conseguir saudar a nova fase do regime de mudança climática, para efetivamente enfrentar esse desafio global crucial.
Ambição;COP21;2015;Paris, França;Dilma Rousseff, Presidenta;A melhor maneira de construir soluções comuns para problemas comuns é a nossa união em torno de um acordo justo, universal e ambicioso, que limite neste século a elevação da temperatura média global em 2°C.;Com esse espírito, estamos aqui em Paris para construir uma resposta conjunta que só será eficaz se for coletiva e justa. A melhor maneira de construir soluções comuns para problemas comuns é a nossa união em torno de um acordo justo, universal e ambicioso, que limite neste século a elevação da temperatura média global em 2°C. Para isso devemos construir um acordo que seja também e, fundamentalmente, legalmente vinculante.
Ambição;COP22;2016;Marraquexe, Marrocos;José Sarney Filho, Ministro do Meio Ambiente;Nos termos do todos nós devemos nos esforçar para a atingir a nossa maior ambição possível, refletindo as responsabilidades e capacidades de cada um de nós.;A Conferência de Marraqueche estabelece um marco de uma nova fase UNFCCC, focada na implementação do Acordo de Paris. Nos termos do todos nós devemos nos esforçar para a atingir a nossa maior ambição possível, refletindo as responsabilidades e capacidades de cada um de nós.
Ambição;COP22;2016;Marraquexe, Marrocos;José Sarney Filho, Ministro do Meio Ambiente;O nível de ambição coletivo será maior na medida em que os países desenvolvidos cumpram suas responsabilidades históricas e assumam a liderança no esforço global contra a mudança do clima.;Chamaremos os países desenvolvidos a cumprirem os seus compromissos de redução de emissões e de apoio aos países em desenvolvimento. O nível de ambição coletivo será maior na medida em que os países desenvolvidos cumpram suas responsabilidades históricas e assumam a liderança no esforço global contra a mudança do clima.
Ambição;COP24;2018;Katowice, Polônia;Edson Duarte, Ministro do Meio Ambiente;O Brasil não poupou esforços para chegar até aqui. Precisamos aumentar a escala da ambição, e para isso todos precisam contribuir.;O Brasil não poupou esforços para chegar até aqui. Precisamos aumentar a escala da ambição, e para isso todos precisam contribuir. Conclamo todos a acelerar suas transições para economias de baixo carbono e a estimular a participação do diversos setores da sociedade a fim de criarmos o futuro que queremos.
Biomas;COP17;2011;Durban, África do Sul;Izabella Teixeira, Ministra do Meio Ambiente;A redução do desmatamento vem acontecendo também nos demais biomas do país.;Mas o Brasil, Senhora Presidente, não é só a Amazônia. A redução do desmatamento vem acontecendo também nos demais biomas do país.
Biomas;COP18;2012;Doha, Catar;Izabella Teixeira, Ministra do Meio Ambiente;Os Planos de Prevenção e Controle do Desmatamento nos Biomas Amazônia e Cerrado (PPCDAm e PPCerrado) estão gerando resultados consideráveis e consistentes de mitigação.;Os Planos de Prevenção e Controle do Desmatamento nos Biomas Amazônia e Cerrado (PPCDAm e PPCerrado) estão gerando resultados consideráveis e consistentes de mitigação. O índice de desmatamento ilegal de 2012 reduziu aproximadamente 27% se comparado com o mesmo período em 2011.
Biomas;COP18;2012;Doha, Catar;Izabella Teixeira, Ministra do Meio Ambiente;(...) que podem dar o apoio valoroso à implementação do desenvolvimento sustentável por meio de iniciativas realizadas no terreno do bioma amazônico, outros biomas brasileiros e países tropicais.;O Brasil espera que o Fundo Amazônia continue a receber novas e adicionais contribuições financeiras, condizentes com os esforços de mitigação realizados com sucesso pelo País, que podem dar o apoio valoroso à implementação do desenvolvimento sustentável por meio de iniciativas realizadas no terreno do bioma amazônico, outros biomas brasileiros e países tropicais.
Biomas;COP20;2014;Lima, Peru;Izabella Teixeira, Ministra do Meio Ambiente;O fato de estarmos no Peru, um país em desenvolvimento e um país amazônico que compartilha seu bioma (...);O fato de estarmos no Peru, um país em desenvolvimento e um país amazônico que compartilha seu bioma, tão rico e variado, tanto em recursos humanos como naturais, reforça a urgência em se chegar a um consenso internacional que dê uma resposta forte e afirmativa à crise global do clima.
Biomas;COP22;2016;Marraquexe, Marrocos;José Sarney Filho, Ministro do Meio Ambiente;O Brasil está expandindo seus esforços para abordar medidas de mitigação e adaptação em todos os seus biomas.;O Brasil está expandindo seus esforços para abordar medidas de mitigação e adaptação em todos os seus biomas. A prestação de pagamentos adequados baseados em resultados em REDD+ será fundamental para a continuação de boas práticas e a ampliação das metas.
